description,unit,rate
P/F to inlet mout of rain water pipe PTMT grating square (Silt) 150 mm Sqm with a height of 8 mm and weighing not less than 100 Grams(Prayagorequivalent).,Each,85.0
"2 mm thick corrugated (2.5"" or 4.2"" or 6"") or step-down (2""or3""or 6"") as specified.",One Square Metre,1401.0
2 mm thick flat.,One Square Metre,1246.0
"P/F pressed clay tile (Mangalore tile) 20 mm thick, approved pattern ceiling on steel frame.",One Square Metre,433.0
P/L pressed clay tile ridge (Mangalore tile) 20mm thick of approved pattern ceiling over steel frame.,One Square Metre,97.0
"Providing and fixing precoated galvanised iron profile sheets (size, shape and pitch of corrugation as approved by Engineer-in-Charge) of total coated thickness 0.50mm (base metal of minimum 0.45mm thickness with total coating thickness of 0.05mm) with zinc coating 120 grams per sqm as per IS:277, in 240 mpa steel grade, 5-7 microns epoxy primer on both side of the sheet and polyester top coat 15-18 microns. Sheet should have protective guard film of 25 microns minimum to avoid scratches during transportation and should be supplied in single length upto 12 metre or as desired by Engineer-in- charge. The sheet shall be fixed using self drilling /self tapping screws of size (5.5x 55 mm) with EPDM seal, complete upto any pitch in horizontal/ vertical or curved surfaces, excluding the cost of purlins, rafters and trusses and including cutting to size and shape wherever required.",One Square Metre,739.0
Ridges plain (500 - 600mm),One Metre,532.0
Flashings/ Aprons.( Upto 600 mm),One Metre,486.0
North light curves,One Metre,546.0
Barge board (Upto 300 mm),One Metre,452.0
Crimp curve,One Metre,497.0
Gutter (600 mm over all girth),One Metre,1314.0
P/F false ceiling tiles of approved materials of size 595 x 595 mm in tru horizontal level suspended on interlocking metal grid of hot dipped galvanised steel sections.,One Square Metre,1903.0
GI Metal Ceiling Lay in perforated Tegular edge global white color tiles of size 595x595 mm and 0.5mm thick with 8mmdrop;,One Square Metre,2069.0
"12.5mm thick square edge PVC Laminated Gypsum Tile of size 595x595mm, made of Gypsum plasterboard;",One Square Metre,2215.0
12.5 mm thick fully Perforated Gypsum Board tile,One Square Metre,1528.0
GI Metal Ceiling Clip in plain Beveled edge global white color tiles of size 600x600,One Square Metre,2222.0
P/F wall face CI accessories for rain water pipes in masonry:,One Square Metre,1704.0
P/F on wall face unplasticised PVC rain water pipes including joints with seal ring :,One Square Metre,1570.0
P/F thermal insulation with Resin Bonded Fibre glass wool,One Square Metre,359.0
8 mm thick fully perforated calcium silicate tile,One Square Metre,1789.0
8 mm thick Calcium Silicate Board,One Square Metre,1572.0
P/F thermal insulation of ceiling with Resin Bonded Rockwool,One Square Metre,667.0
P/F thermal insulation - Resin bonded rock wool,One Square Metre,316.0
"P/F thermal insulation - Resin bonded rock wool having density 48 kg/m3,50 mm thick,wrapped in 200 G Virgin Polythene Bags",One Square Metre,323.0
P/A High Albedo paint (SRI) 108,One Square Metre,358.0
P/A High Albedo paint (SRI) 108,One Square Metre,1034.0
"0.71 mm, troughed profile with center to center pitch of 200 mm, depth of 32 mm, overall profile width1092 mm,cover width 1000mm.",One Square Metre,1253.0
"0.91 mm, troughed profile with center to center pitch of 200 mm, depth of 32 mm, overall profile width1092 mm, cover width 1000mm.",One Square Metre,1573.0
"0.56mm Aluminium profile with center to center pitch of175 mm, depth of 46mm, top crest width of 41mm,bottom valley width of 80mm, overall profile width of1144mm, cover width 1050mm.",One Square Metre,1314.0
"0.71mm Aluminium profile with center to center pitch of 175 mm, depth of 46mm, top crest width of 41mm, bottom valley width of 80mm, overall profile width of 1144mm, cover width 1050mm.",One Square Metre,1616.0
"0.91mm Aluminium profile with center to center pitch of 175 mm, depth of 46mm, top crest width of 41mm, bottom valley width of 80mm, overall profile width of 1144mm, cover width 1050mm.",One Square Metre,2026.0
"0.56mm Aluminium Circular (sinusoidal) profile with center to center pitch of 75 mm, depth of 19 mm, overall profile width 1250mm,cover width 1150mm.",One Square Metre,1012.0
"0.71mm Aluminium Circular (sinusoidal) profile with center to center pitch of 75 mm, depth of 19 mm, overall profile width 1250mm,cover width 1150mm.",One Square Metre,1257.0
"0.91mm Aluminium Circular (sinusoidal) profile with center to center pitch of 75 mm, depth of 19 mm, overall profile width 1250mm,cover width 1150mm.",One Square Metre,1596.0
"0.56 mm, Aluminium Color coated troughed profile with center to center pitch of 200 mm, depth of 32 mm, overall profile width1092 mm, cover width 1000mm.",One Square Metre,1177.0
"0.71 mm, Aluminium Color coated troughed profile with center to center pitch of 200 mm, depth of 32 mm, overall profile width1092 mm, cover width 1000mm.",One Square Metre,1430.0
"0.91 mm, Aluminium Color coated troughed profile with center to center pitch of 200 mm, depth of 32 mm, overall profile width1092 mm, cover width 1000mm.",One Square Metre,1798.0
"0.56mm Aluminium color profile with center to center pitch of 175 mm, depth of 46mm, top crest width of 41mm, bottom valley width of 80mm, overall profile width of 1144mm, cover width 1050mm.",One Square Metre,1484.0
"0.71mm Aluminium color coated profile with center to center pitch of 175 mm, depth of 46mm, top crest width of 41mm, bottom valley width of 80mm, overall profile width of 1144mm, cover width 1050mm.",One Square Metre,1866.0
"0.91mm Aluminium color coated profile with center to center pitch of 175 mm, depth of 46mm, top crest width of 41mm, bottom valley width of 80mm, overall profile width of 1144mm, cover width 1050mm.",One Square Metre,2335.0
"0.56 mm Aluminium profile with center to center pitch of 177.5 mm, depth of 28.5 mm, 987mm overall profile width, cover width 900mm",One Square Metre,1221.0
"0.71 mm Aluminium profile with center to center pitch of 177.5 mm, depth of 28.5 mm, 987mm overall profile width, cover width 900mm",One Square Metre,1533.0
Precoated/mill finish aluminium Ridges plain (500- 600mm),One Running Metre,1066.0
Precoated/mill finish aluminium Flashings/ Aprons (Upto 600 mm),One Running Metre,977.0
Precoated/mill finish aluminium North light curves,One Running Metre,1056.0
Precoated/mill finish aluminium Barge board (Upto 200 mm),One Running Metre,813.0
Precoated/mill finish aluminium Crimp curve,One Running Metre,915.0
Precoated/mill finish aluminium Gutter (600 mm over all girth),One Running Metre,1809.0
1 : 4 fine sand.,One Square Metre,347.0
1 : 6 fine sand.,One Square Metre,333.0
1 : 4 fine sand.,One Square Metre,399.0
1 : 6 fine sand.,One Square Metre,383.0
1 : 4 fine sand.,One Square Metre,471.0
1 : 6 fine sand.,One Square Metre,450.0
1 : 4 coarse sand .,One Square Metre,357.0
1 : 6 coarse sand.,One Square Metre,344.0
1 : 4 coarse sand.,One Square Metre,412.0
1 : 6 coarse sand.,One Square Metre,395.0
1 : 4 Coarse sand.,One Square Metre,487.0
1 : 6 Coarse sand.,One Square Metre,466.0
1 : 3 fine sand.,One Square Metre,439.0
1 : 4 fine sand.,One Square Metre,426.0
1 : 3 (fine sand).,One Square Metre,494.0
1 : 4 (fine sand).,One Square Metre,478.0
12 mm cement plaster.,One Square Metre,450.0
20 mm cement plaster,One Square Metre,587.0
15mm cement plaster 1:3 CS finished with a floating coat of neat cement,One Square Metre,507.0
18/12mm CP in two coat CM 1:5/1:6 finished rough with sponge,One Square Metre,519.0
18/12 mm CP in two coats 1:5/1:3 finished rough with sponge,One Square Metre,537.0
12 mm CP 1:2 (1 cement : 2 stone dust),One Square Metre,379.0
15mm CP 1:2 (1 cement : 2 stone dust) on the rough side of single or half brick wall,One Square Metre,437.0
20 mm CP 1:2 (1 cement : 2 stone dust),One Square Metre,521.0
1 : 3 fine sand,One Square Metre,300.0
6mm CP 1:3 with a floating coat of neat cement,One Square Metre,397.0
Neat cement punning,One Square Metre,80.0
Ordinary cement.,One Square Metre,887.0
Pebble dash plaster upto 10m with a mixture of washed pebble or crushed stone 6 to 12.5 mm n/s size dashed over and i/c fresh plaster in two layer under layer 12 mm CP 1:4 CS and top layer 10 mm CP 1:3,One Square Metre,830.0
Extra providing and mixing water Proofing material,Per 50 kg bag of cement used in the mix,22.0
Extra for plaster on exterior walls above 10 m and every additional height of 3 m,One Square Metre,87.0
In one coat.,One Square Metre,48.0
In two coats.,One Square Metre,72.0
In one coat.,One Square Metre,713.0
In two coats.,One Square Metre,1176.0
Spherical ceiling.,One Square Metre,178.0
Groined ceiling.,One Square Metre,192.0
Flewing soffits.,One Square Metre,118.0
P/F plaster of paris putty of 2mm thickness over plastered surface,One Square Metre,263.0
Extra for lining out plaster to imitate stone or concrete blocks walling,One Square Metre,114.0
Flush Band.,cm per metre,8.0
Sunk Band.,cm per metre,8.0
Raised Band.,cm per metre,9.0
Moulded Band.,cm per metre,16.0
Flush Band.,cm per metre,9.0
Sunk Band.,cm per metre,10.0
Raised Band.,cm per metre,11.0
Moulded Band.,cm per metre,21.0
18 mm thick moulded CM band in two coats,cm per metre,21.0
Flush/ Ruled/ Struck or weathered pointing.,One Square Metre,257.0
Raised and cut pointing.,One Square Metre,420.0
Flush/ Ruled/ Struck or weathered pointing.,One Square Metre,350.0
Flush/ Ruled pointing.,One Square Metre,385.0
Raised and cut pointing.,One Square Metre,701.0
Raised and cut pointing on stone work in white CM 1 : 3 (1 white cement:3 marble dust),One Square Metre,717.0
Flush/ Ruled pointing.,One Square Metre,214.0
Extra for pointing on walls on the outside at height more than 10 m from GL for every additional height of 3 m or part thereof,One Square Metre,9.0
On new work 3 or more coats.,One Square Metre,39.0
Satna lime wash on walls one coat.,One Square Metre,16.0
On new work with lime .,One Square Metre,53.0
New work (two or more coats) with a base coat of whiting.,One Square Metre,53.0
New work (two or more coats) over and including water thinnable priming coat with cement primer,One Square Metre,186.0
On new work.,One Square Metre,117.0
New work (two or more coats),One Square Metre,224.0
New work (Two or more coat applied @ 1.67 ltr/10 sqm over priming coat of exterior primer @ 0.90 litre/10 sqm),One Square Metre,161.0
New work (Two or more coats applied @ 1.43 ltr/10 sqm over priming coat of exterior primer @ 0.90 litre/10 sqm),One Square Metre,171.0
Two or more coats,One Square Metre,194.0
Painting wood work with Deluxe Multi surface paint Two or more coat,One Square Metre,176.0
Painting steel work with Deluxe Multi surface paint Two or more coat,One Square Metre,171.0
New work (Two or more coats applied @ 1.43 ltr/10 sqm over priming coat of exterior primer @ 0.90 litre/10 sqm),One Square Metre,181.0
With ready mixed aluminium primer.,One Square Metre,75.0
with ready mixed red oxide zinc chromate primer on steel work.,One Square Metre,67.0
With ready mixed red oxide zinc chromate primer,One Square Metre,36.0
One coat,One Square Metre,102.0
Two coats,One Square Metre,162.0
On steel work.,One Square Metre,242.0
on conrete work.,One Square Metre,235.0
New work (2 or more coats),One Square Metre,181.0
With a solution of 38 gms of copper acetate in a litre of soft water.,One Square Metre,63.0
"With a solution made of 13gms of hydrochloric acid in a solution of 13 gms each of copper chloride, copper nitrate and ammonium chloride dissolved in a litre of soft water.",One Square Metre,63.0
100 mm dia. pipe .,One Metre,76.0
150 mm dia. pipe .,One Metre,114.0
100 mm diameter pipes.,One Metre,82.0
150 mm diameter pipes.,One Metre,122.0
New work (two or more coats).,One Square Metre,54.0
P/A two coats of fire retardent paint,One Square Metre,335.0
Coal tarring two coats on new work,One Square Metre,67.0
On new work .,One Square Metre,156.0
On new work over an under coat of ordinary paint.,One Square Metre,226.0
On new work .,One Square Metre,147.0
On new work .,One Square Metre,163.0
Two or more coats on new work.,One Square Metre,140.0
Two or more coats of glue sizing with copal varnish,One Square Metre,234.0
Two or more coats glue sizing with spar varnish,One Square Metre,237.0
On new work,One Square Metre,446.0
New work.,One Square Metre,198.0
Floor polishing,One Square Metre,96.0
Lettering with black Japan paint.,per letter per  cm height,6.0
Washed stone grit plaster in two layer,One Square Metre,1162.0
15 x 15 mm groove.,One Metre,75.0
20 x 15 mm groove.,One Metre,76.0
Extra for washed grit plaster above 10m for 3 m or part thereof,One Square Metre,166.0
Extra for washed grit plaster on circular work,One Square Metre,134.0
Forming groove on surface of plaster of uniform size 12x12 mm to 25x15 mm size.,One Metre,101.0
Extra for using white cement in top layers of washed stone grit plaster,One Square Metre,76.0
P/F applying 12 mm thick (ave) premixed formulated one coat gypsum light weight plaster.,One Square Metre,469.0
Extra for addition of synthetic polyester triangular fibre in cement plaster/mortar..,Per Bag of 50kg of Cement,78.0
"Providing and applying white cement based putty of average thickness 1 mm, of approved brand and manufacturer, over the plastered wall surface to prepare the surface even and smooth complete.",One Square Metre,156.0
Old work (one or more coats),One Square Metre,63.0
One coat.,One Square Metre,92.0
Two coats.,One Square Metre,137.0
One coat.,One Square Metre,95.0
Two coats.,One Square Metre,143.0
With ready mixed pink or grey primer on wood work (hard and soft wood) having VOC content less than 50 grams/ litre.,One Square Metre,70.0
With water thinnable cement primer on wall surface having VOC content less than 50 grams/litre.,One Square Metre,74.0
6 mm plaster on CC or RCC work with white cement based polymer modified self curing mortar.,One Square Metre,269.0
Old work (two or more coats) .,One Square Metre,23.0
Old work (one or more coats) .,One Square Metre,14.0
Removing white or colour wash by scrapping,One Square Metre,20.0
"Removing dry or oil bound distemper, water proofing cement paint",One Square Metre,25.0
Old work (one or more coats) .,One Square Metre,93.0
75 mm diameter pipes .,One Metre,57.0
75 mm diameter pipes .,One Metre,27.0
100 mm diameter pipes .,One Metre,36.0
150 mm diameter pipes .,One Metre,51.0
75 mm diameter pipes .,One Metre,59.0
100 mm diameter pipes .,One Metre,81.0
150 mm diameter pipes .,One Metre,121.0
75 mm diameter pipes .,One Metre,28.0
100 mm diameter pipes .,One Metre,36.0
150 mm diameter pipes .,One Metre,52.0
Old work (one or more coats) .,One Square Metre,41.0
One or more coats on old work.,One Square Metre,103.0
One or more coats on old work.,One Square Metre,96.0
One or more coats on old work.,One Square Metre,107.0
